,SNaPs1,SNaPs2,SNaPs3,SNaPs4,ESCs1,ESCs2,ESCs3,ESCs4
ENSG00000235350,0,0,0,0,0,0,0,0
ENSG00000235351,0,0,0,0,0,1,0,0
ENSG00000235352,0,0,0,0,0,0,1,0
ENSG00000235354,0,0,2,0,1,1,0,0
ENSG00000235356,0,0,0,0,0,0,0,0
ENSG00000235357,0,0,0,0,0,0,0,0
ENSG00000235358,0,0,0,0,0,0,0,0
ENSG00000235361,0,0,0,0,0,0,0,0
ENSG00000235363,4,2,2,0,0,5,8,5
ENSG00000235366,0,0,0,0,0,0,0,1
ENSG00000235368,0,0,0,0,0,0,0,0
ENSG00000235369,0,0,0,0,0,0,0,2
ENSG00000235370,3,12,3,8,0,0,2,7
ENSG00000235371,1,0,1,1,3,5,5,5
ENSG00000235374,0,2,5,5,1,0,0,0
ENSG00000235376,6,0,13,2,13,5,2,7
ENSG00000235377,0,0,0,0,0,1,1,0
ENSG00000235378,0,0,0,0,0,0,0,2
ENSG00000235379,0,0,0,0,0,0,0,0
ENSG00000235381,4,14,9,21,8,10,26,8
ENSG00000235382,0,0,0,0,0,0,0,0
ENSG00000235385,0,1,0,1,0,0,0,3
ENSG00000235386,0,0,0,0,0,0,0,0
ENSG00000235387,0,0,0,0,0,0,0,2
ENSG00000235389,0,0,0,0,0,0,0,0
ENSG00000235390,0,1,0,0,0,0,0,0
ENSG00000235397,0,1,2,1,1,0,1,1
ENSG00000235399,0,0,0,0,0,0,0,0
ENSG00000235400,22,21,24,23,18,11,13,16
ENSG00000235403,0,0,0,0,0,0,0,0
ENSG00000235407,0,0,0,0,0,0,0,0
ENSG00000235408,0,1,0,1,1,0,1,0
ENSG00000235410,0,2,0,3,0,0,1,0
ENSG00000235411,22,29,39,39,62,46,45,55
ENSG00000235412,0,0,0,0,0,0,0,0
ENSG00000235413,1,1,5,1,1,1,0,0
ENSG00000235414,0,0,1,0,0,0,1,0
ENSG00000235415,0,0,0,0,0,0,0,0
ENSG00000235416,0,0,0,1,0,0,1,0
ENSG00000235419,0,0,0,0,0,0,0,0
ENSG00000235420,2,6,10,13,5,9,2,5
ENSG00000235421,0,0,0,0,0,0,0,0
ENSG00000235422,0,0,0,3,0,0,0,0
ENSG00000235423,5,5,13,6,3,0,5,5
ENSG00000235424,0,0,0,0,0,0,0,0
ENSG00000235425,0,0,0,0,0,1,0,0
ENSG00000235426,0,0,0,0,0,0,0,0
ENSG00000235427,0,0,0,0,0,0,0,0
ENSG00000235429,0,0,1,0,0,0,0,0
ENSG00000235430,0,0,0,0,0,0,0,0
ENSG00000235431,0,0,0,0,0,0,0,0
ENSG00000235432,0,0,0,0,0,0,0,0
ENSG00000235433,0,0,0,0,3,0,0,0
ENSG00000235434,0,0,0,0,0,0,0,0
ENSG00000235435,0,0,0,0,0,0,0,0
ENSG00000235436,1,1,1,3,0,0,12,3
ENSG00000235437,188,214,269,209,162,134,112,143
ENSG00000235438,0,2,0,0,0,0,0,1
ENSG00000235440,0,2,2,0,2,0,0,0
ENSG00000235444,1,0,5,6,11,3,2,6
ENSG00000235445,0,0,0,0,0,0,0,0
ENSG00000235446,0,0,0,0,0,0,0,0
ENSG00000235447,4,4,12,13,0,0,0,0
ENSG00000235448,0,0,0,0,0,0,0,0
ENSG00000235449,0,0,0,4,0,3,0,2
ENSG00000235450,0,0,0,0,0,0,0,0
ENSG00000235451,0,0,0,0,0,0,0,0
ENSG00000235453,75,66,54,76,55,61,43,26
ENSG00000235454,5,0,0,2,0,9,0,2
ENSG00000235455,0,0,0,0,0,0,0,0
ENSG00000235459,2,0,1,0,0,1,0,0
ENSG00000235461,0,0,1,1,0,0,0,0
ENSG00000235462,0,0,0,0,0,0,0,0
ENSG00000235463,0,0,0,0,0,0,0,0
ENSG00000235464,0,0,0,0,0,0,0,0
ENSG00000235467,0,0,0,0,0,0,0,0
ENSG00000235469,0,0,0,0,0,0,0,0
ENSG00000235470,0,0,0,0,0,0,0,0
ENSG00000235472,0,0,2,1,0,3,0,3
ENSG00000235475,0,0,0,0,0,0,0,0
ENSG00000235478,2,0,0,0,3,1,0,1
ENSG00000235479,0,0,0,0,0,0,0,0
ENSG00000235480,0,0,1,0,0,1,0,0
ENSG00000235481,0,0,2,2,0,0,0,0
ENSG00000235482,0,1,3,4,8,0,3,1
ENSG00000235483,0,0,0,0,0,0,0,0
ENSG00000235485,2,3,4,1,3,3,0,2
ENSG00000235486,5,8,5,0,0,0,0,0
ENSG00000235488,0,0,0,0,0,0,0,0
ENSG00000235489,12,25,27,23,26,25,8,26
ENSG00000235491,0,0,0,0,0,0,0,0
ENSG00000235492,0,0,0,0,0,0,0,0
ENSG00000235493,0,0,0,0,1,0,0,0
ENSG00000235494,0,0,0,0,0,0,0,0
ENSG00000235495,0,0,0,0,0,0,0,0
ENSG00000235497,0,0,0,0,0,0,0,0
ENSG00000235499,1,0,0,0,0,0,1,0
ENSG00000235500,0,4,1,0,0,3,0,0
ENSG00000235501,18,27,30,40,11,10,9,6
ENSG00000235503,0,0,0,0,0,0,0,0
ENSG00000235505,0,0,0,0,2,0,0,0
ENSG00000235508,12,21,17,14,33,15,20,12
ENSG00000235510,0,0,0,0,0,0,0,0
ENSG00000235511,0,0,0,0,0,0,0,0
ENSG00000235512,0,0,0,0,0,0,0,0
ENSG00000235513,4,8,8,7,4,10,7,1
ENSG00000235514,0,0,0,0,0,0,0,0
ENSG00000235518,0,0,0,0,0,0,0,0
ENSG00000235519,0,0,0,0,0,0,0,0
ENSG00000235521,0,0,0,0,0,0,0,0
ENSG00000235522,1,0,2,2,0,0,0,1
ENSG00000235523,0,0,0,0,0,0,0,0
ENSG00000235524,0,0,0,0,0,0,0,0
ENSG00000235525,0,0,0,0,0,0,0,0
ENSG00000235526,0,0,0,0,0,0,0,0
ENSG00000235527,1,1,0,0,2,2,1,1
ENSG00000235529,0,2,1,1,0,6,0,1
ENSG00000235530,2,0,2,7,0,0,2,4
ENSG00000235531,3,0,0,2,13,7,4,8
ENSG00000235532,2,0,0,0,0,0,0,0
ENSG00000235533,0,0,0,0,0,0,0,0
ENSG00000235534,0,0,0,0,0,0,0,0
ENSG00000235535,0,0,0,0,0,0,0,0
ENSG00000235537,0,0,0,0,0,0,0,0
ENSG00000235538,0,0,0,0,0,0,0,0
ENSG00000235539,0,0,0,0,0,0,0,0
ENSG00000235544,0,0,0,0,0,0,0,0
ENSG00000235545,9,4,4,4,2,0,3,0
ENSG00000235546,1,0,5,0,3,0,0,0
ENSG00000235547,1,0,1,1,0,0,0,0
ENSG00000235548,2,0,0,0,0,0,0,0
ENSG00000235549,0,0,0,0,0,0,0,0
ENSG00000235550,0,0,0,0,0,0,0,0
ENSG00000235552,388,467,609,727,276,281,289,290
ENSG00000235554,3,6,6,9,7,12,0,1
ENSG00000235555,6,13,13,22,12,0,5,0
ENSG00000235558,0,0,0,0,0,1,0,0
ENSG00000235559,0,0,0,0,0,0,0,0
ENSG00000235560,39,65,45,55,33,66,44,35
ENSG00000235563,0,0,0,0,0,0,0,1
ENSG00000235564,0,0,0,0,0,0,0,0
ENSG00000235568,0,6,4,1,5,4,9,4
ENSG00000235570,0,0,0,0,0,0,0,0
ENSG00000235571,0,0,0,0,0,0,0,0
ENSG00000235572,0,0,0,0,0,0,0,0
ENSG00000235573,0,0,0,0,0,0,0,0
ENSG00000235574,0,1,0,0,2,0,2,0
ENSG00000235575,0,0,0,0,0,0,0,0
ENSG00000235576,0,0,0,0,0,0,0,0
ENSG00000235578,0,0,0,0,0,0,1,1
ENSG00000235579,0,0,0,0,0,2,0,0
ENSG00000235581,0,0,0,0,0,0,0,0
ENSG00000235582,1,4,0,0,3,0,2,2
ENSG00000235583,0,0,0,0,0,0,0,0
ENSG00000235584,0,0,0,0,0,0,0,0
ENSG00000235586,0,0,0,0,0,0,0,0
ENSG00000235587,134,150,169,170,169,190,152,138
ENSG00000235590,12,7,22,19,80,93,36,68
ENSG00000235592,0,0,0,0,0,0,0,0
ENSG00000235593,0,0,0,0,0,0,0,0
ENSG00000235594,0,0,0,0,0,0,0,0
ENSG00000235595,1,0,0,0,0,0,0,0
ENSG00000235597,6,9,11,7,1,2,0,0
ENSG00000235598,0,0,0,0,0,0,0,0
ENSG00000235601,0,0,0,0,0,0,0,0
ENSG00000235602,0,0,0,2,222,335,269,209
ENSG00000235605,1,12,10,6,8,8,3,3
ENSG00000235606,0,0,0,1,0,0,0,0
ENSG00000235608,0,0,0,0,0,0,0,0
ENSG00000235609,19,51,36,47,2,0,3,2
ENSG00000235610,0,0,0,0,0,0,0,0
ENSG00000235612,0,0,0,0,0,0,0,0
ENSG00000235613,3,4,1,7,4,5,2,4
ENSG00000235615,0,0,0,0,0,0,0,0
ENSG00000235616,0,2,2,0,1,0,1,5
ENSG00000235617,0,0,0,0,0,0,0,0
ENSG00000235618,2,1,0,1,2,6,0,0
ENSG00000235619,0,0,0,0,0,0,0,0
ENSG00000235620,0,0,0,0,0,0,0,0
ENSG00000235621,1,0,0,0,1,4,5,2
ENSG00000235623,0,0,0,0,0,0,0,0
ENSG00000235625,0,0,0,0,0,0,0,0
ENSG00000235626,0,0,0,0,0,0,0,0
ENSG00000235627,0,0,0,0,0,0,0,0
ENSG00000235628,0,0,0,0,0,0,0,0
ENSG00000235629,0,1,0,0,0,0,0,0
ENSG00000235631,2,0,0,1,0,0,0,1
ENSG00000235635,0,0,0,0,0,0,0,0
ENSG00000235636,6,8,4,5,17,25,18,8
ENSG00000235637,0,0,0,0,0,0,0,0
ENSG00000235638,0,0,0,0,0,0,0,0
ENSG00000235639,0,0,0,0,0,0,0,0
ENSG00000235640,0,0,0,0,0,0,0,0
ENSG00000235641,0,0,0,1,0,0,0,0
ENSG00000235642,0,0,0,0,0,0,0,0
ENSG00000235643,0,4,2,2,0,0,0,0
ENSG00000235644,3,1,0,0,2,0,1,0
ENSG00000235645,0,0,0,0,0,0,0,0
ENSG00000235646,0,0,0,0,0,0,0,0
ENSG00000235647,0,0,0,0,0,0,0,0
ENSG00000235649,0,3,8,2,1,0,0,0
ENSG00000235651,3,10,11,10,8,17,14,12
ENSG00000235652,70,87,124,104,7,2,5,18
ENSG00000235653,0,0,0,0,0,0,0,0
ENSG00000235655,2105,2463,3083,3120,2281,2743,1942,1466
ENSG00000235656,0,1,0,0,0,0,0,0
ENSG00000235659,0,0,0,1,0,0,1,0
ENSG00000235660,0,0,1,0,0,0,0,0
ENSG00000235661,6,2,0,4,2,0,0,1
ENSG00000235663,0,0,1,0,0,1,0,0
ENSG00000235665,0,0,0,0,0,0,0,0
ENSG00000235669,0,0,0,0,0,0,0,0
ENSG00000235670,0,0,0,0,2,2,0,0
ENSG00000235672,0,2,1,1,2,1,0,4
ENSG00000235673,0,0,1,0,0,0,0,0
ENSG00000235674,9,4,0,8,7,2,6,7
ENSG00000235677,18,19,9,22,26,22,11,17
ENSG00000235678,0,0,0,0,0,0,0,0
ENSG00000235679,0,0,0,0,0,0,0,0
ENSG00000235681,0,0,0,0,0,0,0,0
ENSG00000235683,1,0,0,0,0,0,0,1
ENSG00000235685,0,0,0,0,0,0,0,0
ENSG00000235686,0,0,0,0,0,0,0,0
ENSG00000235687,0,0,0,0,0,0,0,0
ENSG00000235688,0,0,0,0,3,3,0,0
ENSG00000235689,0,0,0,0,0,0,0,0
ENSG00000235690,0,0,0,0,0,0,0,0
ENSG00000235691,0,0,0,0,0,0,0,0
ENSG00000235695,2,1,0,0,2,5,2,4
ENSG00000235698,12,11,24,26,22,40,25,26
ENSG00000235699,0,0,0,0,0,0,0,0
ENSG00000235700,0,0,0,0,1,0,0,0
ENSG00000235701,0,0,0,0,2,0,2,3
ENSG00000235703,1,8,3,8,3,1,0,0
ENSG00000235705,0,0,0,0,0,0,0,0
ENSG00000235706,47,73,87,68,20,34,13,17
ENSG00000235707,0,0,0,0,0,0,0,0
ENSG00000235710,0,0,0,0,0,0,0,0
ENSG00000235711,0,2,0,0,0,0,0,0
ENSG00000235713,0,0,0,0,0,0,1,0
ENSG00000235716,0,0,0,0,0,0,0,0
ENSG00000235717,0,0,0,0,0,0,0,0
ENSG00000235718,0,0,1,0,0,0,0,0
ENSG00000235719,0,0,0,0,0,0,0,0
ENSG00000235720,18,27,69,73,44,59,29,40
ENSG00000235721,0,0,0,0,0,0,1,0
ENSG00000235724,0,1,1,0,0,0,0,0
ENSG00000235725,0,0,0,0,0,0,0,0
ENSG00000235726,1,0,0,2,0,1,3,2
ENSG00000235728,0,0,0,0,0,0,0,0
ENSG00000235729,0,0,0,0,0,0,0,0
ENSG00000235730,0,0,2,0,0,0,0,0
ENSG00000235731,0,0,1,0,0,0,0,0
ENSG00000235733,0,0,0,0,0,0,0,0
ENSG00000235734,4,0,7,0,9,4,0,0
ENSG00000235735,0,0,0,0,0,0,1,0
ENSG00000235736,0,0,0,0,0,0,0,0
ENSG00000235737,0,0,0,1,0,0,0,0
ENSG00000235738,0,0,0,0,0,0,0,0
ENSG00000235740,0,0,0,2,0,0,0,0
ENSG00000235741,0,0,0,0,0,0,0,0
ENSG00000235742,0,0,0,0,0,0,0,0
ENSG00000235743,0,0,0,0,0,0,0,0
ENSG00000235746,0,0,0,0,1,2,1,0
ENSG00000235748,0,1,0,0,1,0,0,1
ENSG00000235749,0,0,0,0,0,0,0,0
ENSG00000235750,5,0,3,0,248,206,255,147
ENSG00000235751,0,0,0,0,0,0,0,0
ENSG00000235756,0,0,0,0,0,0,0,2
ENSG00000235759,0,0,0,0,0,0,0,0
ENSG00000235760,0,0,0,0,1,0,0,0
ENSG00000235761,0,0,0,0,0,0,0,0
ENSG00000235763,0,0,0,0,0,0,0,0
ENSG00000235768,0,2,0,0,0,2,0,0
ENSG00000235770,0,1,1,0,0,0,0,1
ENSG00000235772,0,0,0,0,0,0,0,0
ENSG00000235774,0,0,0,0,0,0,0,0
ENSG00000235775,0,0,0,0,0,0,0,0
ENSG00000235776,10,0,21,17,7,25,0,11
ENSG00000235777,0,0,0,0,0,0,0,0
ENSG00000235778,0,0,0,0,0,0,0,0
ENSG00000235779,0,1,6,3,0,1,0,0
ENSG00000235780,0,0,0,0,0,0,0,0
ENSG00000235781,0,0,1,0,2,0,0,0
ENSG00000235782,0,0,0,0,0,0,0,0
ENSG00000235784,3,2,1,0,0,0,0,2
ENSG00000235785,0,0,0,0,0,1,0,0
ENSG00000235786,0,5,0,0,0,0,0,0
ENSG00000235787,1,0,0,0,0,0,0,0
ENSG00000235790,0,0,0,0,0,0,0,0
ENSG00000235794,0,1,0,0,0,0,0,0
ENSG00000235795,0,0,1,0,0,2,0,0
ENSG00000235797,0,0,0,0,0,0,0,0
ENSG00000235802,0,1,0,0,0,0,0,0
ENSG00000235803,0,0,0,0,0,0,0,0
ENSG00000235804,0,0,0,0,0,0,0,0
ENSG00000235805,0,0,0,0,0,0,0,0
ENSG00000235806,0,0,0,0,0,0,1,0
ENSG00000235808,1,3,7,8,3,2,3,2
ENSG00000235810,0,0,0,0,0,0,0,0
ENSG00000235811,0,0,0,0,0,0,0,0
ENSG00000235812,0,1,0,0,1,0,0,0
ENSG00000235813,0,0,0,0,0,0,0,0
ENSG00000235815,0,0,0,0,0,0,1,0
ENSG00000235816,0,0,0,0,0,0,0,0
ENSG00000235817,0,0,0,0,1,2,0,1
ENSG00000235818,0,0,0,0,0,0,0,0
ENSG00000235819,0,0,0,0,0,0,0,0
ENSG00000235820,0,0,0,0,0,0,0,0
ENSG00000235821,0,0,0,0,2,0,1,0
ENSG00000235822,0,0,0,0,0,0,0,0
ENSG00000235823,248,299,310,352,300,266,266,250
ENSG00000235824,0,0,0,0,0,0,0,0
ENSG00000235825,0,0,0,0,0,0,0,0
ENSG00000235827,0,0,1,0,0,0,0,0
ENSG00000235828,0,0,3,2,0,0,1,0
ENSG00000235829,0,0,0,0,0,0,0,0
ENSG00000235830,0,0,0,0,0,0,0,0
ENSG00000235831,7,3,11,9,11,3,1,6
ENSG00000235832,0,0,0,1,0,0,0,0
ENSG00000235833,1,4,0,3,0,0,0,0
ENSG00000235834,0,0,0,0,2,0,0,0
ENSG00000235836,0,0,0,0,0,0,0,0
ENSG00000235837,2,0,1,1,3,2,1,1
ENSG00000235838,0,1,2,0,1,0,0,1
ENSG00000235840,0,0,0,0,0,0,0,0
ENSG00000235843,0,0,0,0,0,0,0,0
ENSG00000235845,0,0,0,0,0,0,0,0
ENSG00000235847,4,5,8,8,7,4,9,9
ENSG00000235848,1,0,0,1,0,0,0,0
ENSG00000235849,0,0,0,0,0,0,0,0
ENSG00000235852,0,0,0,0,0,0,0,0
ENSG00000235855,0,0,0,0,0,0,0,0
ENSG00000235857,0,0,0,0,0,0,0,0
ENSG00000235858,0,0,0,0,0,0,0,0
ENSG00000235859,8,14,32,7,7,14,7,8
ENSG00000235861,0,0,0,0,0,0,0,0
ENSG00000235862,0,0,0,0,0,0,0,0
ENSG00000235863,16,30,57,41,18,29,23,20
ENSG00000235864,0,0,0,0,0,0,2,0
ENSG00000235865,5,12,8,14,5,9,1,4
ENSG00000235868,0,0,0,1,0,3,3,0
ENSG00000235869,0,0,0,0,0,0,0,0
ENSG00000235871,0,0,0,0,0,0,0,0
ENSG00000235872,0,0,0,0,0,0,0,0
ENSG00000235875,2,2,2,0,0,0,0,0
ENSG00000235876,0,0,0,0,0,0,0,0
ENSG00000235879,0,0,0,0,0,0,0,0
ENSG00000235880,0,0,0,0,0,0,0,0
ENSG00000235881,0,0,0,0,0,0,0,0
ENSG00000235884,0,1,3,0,16,11,7,12
ENSG00000235885,0,0,1,2,0,0,1,0
ENSG00000235886,0,0,0,0,0,0,0,0
ENSG00000235887,0,0,0,0,0,0,0,0
ENSG00000235888,0,0,0,0,0,0,0,0
ENSG00000235890,5,13,11,12,13,20,14,13
ENSG00000235892,0,1,2,0,0,0,0,0
ENSG00000235893,3,9,5,8,0,1,0,0
ENSG00000235895,0,0,0,0,0,0,0,0
ENSG00000235897,0,0,0,6,2,0,0,1
ENSG00000235899,0,0,0,0,0,0,0,0
ENSG00000235901,0,0,0,0,0,0,0,0
ENSG00000235902,1,1,2,0,0,0,0,0
ENSG00000235903,17,13,13,24,0,1,0,2
ENSG00000235904,5,4,1,6,0,0,0,0
ENSG00000235907,3,1,2,0,0,0,0,0
ENSG00000235908,0,0,0,0,0,0,0,0
ENSG00000235910,0,0,0,0,0,0,4,0
ENSG00000235911,0,0,0,0,0,0,0,0
ENSG00000235912,0,4,1,1,1,3,2,6
ENSG00000235914,0,0,0,2,0,0,0,0
ENSG00000235916,3,0,0,2,0,2,0,0
ENSG00000235917,0,0,0,0,0,0,0,0
ENSG00000235919,10,17,15,23,71,44,47,40
ENSG00000235920,0,0,0,0,0,0,0,0
ENSG00000235922,0,0,0,0,0,0,0,0
ENSG00000235924,0,0,0,0,0,0,0,0
ENSG00000235926,0,0,0,0,0,0,0,0
ENSG00000235927,1,1,1,0,3,0,2,3
ENSG00000235929,0,0,0,0,0,0,0,0
ENSG00000235930,0,0,0,0,0,0,0,0
ENSG00000235931,0,0,0,0,0,0,0,0
ENSG00000235932,0,0,0,0,0,0,0,0
ENSG00000235933,0,0,0,0,0,0,0,0
ENSG00000235934,0,0,0,0,0,0,0,0
ENSG00000235937,0,0,0,0,0,0,0,0
ENSG00000235939,0,0,0,0,0,0,0,0
ENSG00000235940,0,1,0,0,0,0,0,0
ENSG00000235942,0,0,0,0,0,0,0,0
ENSG00000235943,0,0,0,0,0,0,0,0
ENSG00000235944,13,28,26,23,19,22,13,22
ENSG00000235945,0,2,0,0,0,0,0,0
ENSG00000235946,3,10,6,5,1,4,0,2
ENSG00000235947,2,0,0,0,0,0,0,0
ENSG00000235949,0,0,0,0,0,0,0,0
ENSG00000235951,0,0,0,0,0,0,0,0
ENSG00000235954,124,203,215,221,147,169,135,118
ENSG00000235955,0,0,2,0,0,0,0,0
ENSG00000235957,2,0,1,0,3,3,3,0
ENSG00000235958,0,1,0,1,0,1,0,1
ENSG00000235959,0,0,0,0,0,0,0,0
ENSG00000235961,0,2,2,0,0,1,0,0
ENSG00000235962,11,11,8,11,10,17,11,14
ENSG00000235963,0,0,0,0,0,0,0,0
ENSG00000235964,0,0,0,0,0,0,0,0
ENSG00000235965,0,0,0,0,0,0,0,0
ENSG00000235967,1,1,0,0,0,0,0,0
ENSG00000235968,0,0,0,0,0,0,0,0
ENSG00000235969,0,0,0,0,0,0,0,0
ENSG00000235972,0,0,0,0,0,0,0,0
ENSG00000235974,0,0,0,0,1,0,0,0
ENSG00000235975,0,0,0,0,0,0,0,0
ENSG00000235976,0,0,0,0,0,0,0,0
ENSG00000235978,0,0,0,1,0,0,0,0
ENSG00000235979,0,0,0,0,0,0,0,0
ENSG00000235981,0,0,0,0,0,0,0,0
ENSG00000235984,0,1,0,3,0,0,0,0
ENSG00000235988,0,0,0,0,0,0,0,0
ENSG00000235989,49,43,99,88,103,155,120,139
ENSG00000235990,0,0,0,0,0,0,0,0
ENSG00000235991,0,0,0,0,0,0,0,0
ENSG00000235992,0,0,0,0,0,0,0,0
ENSG00000235993,0,0,0,0,0,0,0,0
ENSG00000235994,0,0,0,0,0,0,0,0
ENSG00000235995,0,0,0,0,0,0,0,0
ENSG00000235996,0,0,0,0,0,0,0,0
ENSG00000235997,0,1,0,6,4,5,2,7
ENSG00000235998,0,0,0,0,0,0,0,0
ENSG00000236003,0,0,0,0,0,0,0,0
ENSG00000236004,0,0,0,0,0,0,0,0
ENSG00000236005,0,0,0,0,0,0,0,0
ENSG00000236007,0,0,3,0,0,0,0,0
ENSG00000236008,0,0,0,0,3,3,0,0
ENSG00000236009,0,0,0,0,0,0,0,0
ENSG00000236012,0,0,0,0,0,0,0,0
ENSG00000236013,0,0,0,0,0,0,0,1
ENSG00000236015,4,4,2,5,7,2,3,3
ENSG00000236017,0,1,0,0,1,0,0,0
ENSG00000236018,1,8,5,4,0,4,0,0
ENSG00000236021,0,0,0,3,0,0,0,0
ENSG00000236022,0,0,0,0,0,0,0,0
ENSG00000236024,0,0,0,0,0,0,0,0
ENSG00000236025,0,0,0,0,0,0,0,0
ENSG00000236026,0,0,0,0,0,0,0,0
ENSG00000236027,0,0,0,0,0,0,0,0
ENSG00000236028,0,0,0,0,0,0,0,0
ENSG00000236030,0,0,0,0,0,0,0,0
ENSG00000236031,0,0,4,0,0,0,0,0
ENSG00000236032,0,0,0,0,0,0,0,0
ENSG00000236035,3,1,5,1,6,1,2,0
ENSG00000236036,0,0,0,0,0,0,0,0
ENSG00000236039,0,0,0,0,0,0,0,0
ENSG00000236040,0,0,0,0,0,0,0,0
ENSG00000236041,0,0,0,0,0,0,0,0
ENSG00000236042,0,0,0,0,0,0,0,0
ENSG00000236044,0,0,5,3,2,0,0,3
ENSG00000236045,0,0,0,0,0,0,0,0
ENSG00000236046,0,0,0,0,0,0,0,0
ENSG00000236047,2,0,2,1,0,1,0,1
ENSG00000236048,9,10,19,11,20,29,16,20
ENSG00000236049,0,0,0,0,0,0,0,0
ENSG00000236051,1,10,3,3,5,4,6,0
ENSG00000236052,0,0,0,0,0,0,0,0
ENSG00000236053,0,0,0,0,0,0,0,0
ENSG00000236054,0,0,0,0,1,0,0,0
ENSG00000236056,0,0,0,0,1,1,0,0
ENSG00000236058,6,5,16,5,5,17,19,6
ENSG00000236060,0,0,0,0,0,0,2,0
ENSG00000236062,0,0,0,2,0,0,0,0
ENSG00000236064,0,0,0,0,0,0,0,0
ENSG00000236065,0,1,0,0,0,0,0,4
ENSG00000236068,0,0,0,0,0,0,0,0
ENSG00000236069,0,0,0,0,0,0,0,0
ENSG00000236072,0,0,0,0,0,0,0,0
ENSG00000236073,0,0,0,0,0,0,0,0
ENSG00000236075,0,0,0,0,0,0,0,0
ENSG00000236076,0,0,0,0,0,0,0,0
ENSG00000236077,0,0,0,0,0,0,1,0
ENSG00000236078,0,0,0,0,0,0,0,0
ENSG00000236079,0,0,0,0,0,0,0,0
ENSG00000236080,0,0,0,0,0,0,0,0
ENSG00000236081,0,0,0,0,0,0,0,0
ENSG00000236082,0,0,0,0,0,0,0,0
ENSG00000236083,0,0,0,0,1,0,0,6
ENSG00000236085,1,0,2,3,2,0,1,2
ENSG00000236086,0,0,0,0,0,0,0,0
ENSG00000236088,32,53,59,46,34,49,31,18
ENSG00000236090,0,1,4,2,2,5,5,5
ENSG00000236091,0,0,0,0,0,0,0,0
ENSG00000236094,0,0,0,2,65,71,69,60
ENSG00000236095,0,0,0,0,0,0,0,0
ENSG00000236097,0,0,0,0,0,0,0,0
ENSG00000236098,0,0,0,0,0,0,0,0
ENSG00000236099,0,0,0,0,0,0,0,0
ENSG00000236101,0,0,0,0,0,0,0,0
ENSG00000236102,0,0,0,0,0,0,0,0
ENSG00000236104,11,32,49,46,20,19,18,22
ENSG00000236105,0,0,0,0,0,0,0,0
ENSG00000236106,67,46,70,56,24,6,4,4
ENSG00000236107,0,1,0,0,0,0,1,1
ENSG00000236108,0,0,0,0,0,0,0,0
ENSG00000236109,0,0,0,0,0,0,0,0
ENSG00000236110,0,0,0,0,0,0,0,0
ENSG00000236111,4,6,8,3,1,3,3,1
ENSG00000236114,0,0,0,0,0,0,0,0
ENSG00000236115,0,0,0,0,0,0,0,0
ENSG00000236116,0,0,0,0,0,0,0,0
ENSG00000236117,0,0,0,0,0,0,0,1
ENSG00000236118,0,0,0,0,0,0,0,0
ENSG00000236119,0,0,0,0,0,0,0,0
ENSG00000236120,0,0,0,0,0,0,0,0
ENSG00000236121,0,0,0,0,0,0,0,0
ENSG00000236123,0,0,0,0,0,0,0,0
ENSG00000236124,0,0,0,0,0,0,0,0
ENSG00000236125,0,0,0,0,0,0,0,0
ENSG00000236126,0,0,0,0,0,0,0,0
ENSG00000236129,0,0,0,0,0,0,0,0
ENSG00000236130,0,0,0,0,0,0,0,0
ENSG00000236131,0,0,0,0,0,0,0,0
ENSG00000236132,0,0,0,0,0,0,0,0
ENSG00000236133,0,0,0,1,0,0,0,0
ENSG00000236136,0,0,0,1,0,0,0,0
ENSG00000236137,1,0,5,1,1,0,4,1
ENSG00000236138,0,0,0,0,0,0,0,0
ENSG00000236140,2,4,2,2,1,0,0,2
ENSG00000236141,0,0,0,0,0,0,0,0
ENSG00000236144,65,99,135,169,448,481,283,320
ENSG00000236145,0,0,0,0,0,0,0,0
ENSG00000236146,0,0,0,0,0,0,0,0
ENSG00000236148,11,17,18,14,10,17,9,4
ENSG00000236151,0,0,0,0,0,0,0,0
ENSG00000236152,0,0,0,0,8,7,0,3
ENSG00000236153,0,0,0,0,0,0,0,0
ENSG00000236154,4,1,2,2,2,0,3,0
ENSG00000236155,0,0,1,2,16,25,13,19
ENSG00000236156,0,1,0,0,2,0,1,0
ENSG00000236158,0,0,0,0,0,0,0,0
ENSG00000236159,0,0,0,0,0,0,0,0
ENSG00000236160,0,0,0,0,0,0,0,0
ENSG00000236162,0,0,0,0,0,0,0,0
ENSG00000236164,0,0,0,0,0,0,0,0
ENSG00000236165,0,0,0,0,0,0,0,0
ENSG00000236166,0,0,0,0,1,2,3,0
ENSG00000236167,0,0,0,0,0,0,0,0
ENSG00000236168,0,0,0,0,0,0,0,0
ENSG00000236170,0,0,0,0,0,0,0,0
ENSG00000236171,0,0,0,0,0,0,0,0
ENSG00000236172,0,0,0,0,0,0,0,0
ENSG00000236173,0,0,0,0,0,0,0,0
ENSG00000236175,0,0,0,0,0,0,0,0
ENSG00000236176,0,0,0,0,0,0,0,0
ENSG00000236179,0,0,0,0,0,0,0,0
ENSG00000236180,0,0,0,0,0,0,0,0
ENSG00000236182,0,0,0,0,0,0,0,0
ENSG00000236184,0,0,0,0,0,0,0,0
ENSG00000236185,0,0,0,0,0,0,0,0
ENSG00000236187,0,0,0,0,0,0,0,0
